category_id,category_name,parent_id,parent_name,root_id,root_name,path
28787,"Jefferson County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Jefferson County, MS"
28788,"Jefferson Davis County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Jefferson Davis County, MS"
28789,"Jones County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Jones County, MS"
28790,"Kemper County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Kemper County, MS"
586,"Lafayette County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Lafayette County, MS"
28792,"Lamar County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Lamar County, MS"
28793,"Lauderdale County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Lauderdale County, MS"
28794,"Lawrence County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Lawrence County, MS"
28795,"Leake County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Leake County, MS"
584,"Lee County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Lee County, MS"
582,"Leflore County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Leflore County, MS"
28798,"Lincoln County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Lincoln County, MS"
580,"Lowndes County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Lowndes County, MS"
28800,"Madison County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Madison County, MS"
28801,"Marion County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Marion County, MS"
578,"Marshall County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Marshall County, MS"
576,"Monroe County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Monroe County, MS"
573,"Montgomery County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Montgomery County, MS"
28805,"Neshoba County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Neshoba County, MS"
28806,"Newton County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Newton County, MS"
572,"Noxubee County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Noxubee County, MS"
570,"Oktibbeha County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Oktibbeha County, MS"
568,"Panola County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Panola County, MS"
28810,"Pearl River County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Pearl River County, MS"
28811,"Perry County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Perry County, MS"
28812,"Pike County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Pike County, MS"
28813,"Pontotoc County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Pontotoc County, MS"
